key,name,teachers,students,type,LEVEL,NSLP,free_lunch,reduced_price_lunch,aided_lunch_total,direct_cert_total,GSLO,GSHI,PreK,K,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,Adult,UNG,NS,magnet,CHARTER,VIRTUAL,MZIP,MZIP4,PHONE,WEBSITE,CD,state,latitude,longitude,Elevation_m,Source
370060003391,Camden Early College High,9,170,Regular School,High,NSLPWOPRO,22,16,38,0,09,13,0,0,0,0,0,0,0,0,0,0,57,51,35,27,0,0,0,No,No,NOTVIRTUAL,27921,,(252)335-7219,http://ccsnc.org/,3703,NC,36.327277,-76.171887,2.31,3DEP 1/3 arc-second
370063000249,Atlantic Elementary,9.92,67,Regular School,Elementary,NSLPWOPRO,45,12,57,0,PK,05,9,15,16,12,14,10,15,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28511,0098,(252)225-3961,http://www.carteretcountyschools.org/aes,3703,NC,34.883128,-76.342431,5.22,3DEP 1/3 arc-second
370063000250,Beaufort Elementary,36.99,371,Regular School,Elementary,NSLPWOPRO,247,37,284,0,PK,05,14,62,79,65,71,81,75,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28516,1997,(252)728-3316,http://www.carteretcountyschools.org/bes,3703,NC,34.730025000000005,-76.64429700000001,3.32,3DEP 1/3 arc-second
370063000251,Beaufort Middle,21.5,276,Regular School,Middle,NSLPWOPRO,115,22,137,0,06,08,0,0,0,0,0,0,0,97,83,96,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28516,1590,(252)728-4520,http://www.carteretcountyschools.org/bms,3703,NC,34.729683,-76.646861,3.63,3DEP 1/3 arc-second
370063000253,East Carteret High,43.1,567,Regular School,High,NSLPWOPRO,194,35,229,0,09,12,0,0,0,0,0,0,0,0,0,0,152,130,154,131,0,0,0,No,No,NOTVIRTUAL,28516,,(252)728-3514,http://www.carteretcountyschools.org/echs,3703,NC,34.781482000000004,-76.631793,1.63,3DEP 1/3 arc-second
370063000254,Harkers Island Elementary,6.89,89,Regular School,Elementary,NSLPWOPRO,41,8,49,0,KG,05,0,21,13,19,16,17,24,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28531,9669,(252)728-3755,http://www.carteretcountyschools.org/hies,3703,NC,34.694057,-76.552041,2.3,3DEP 1/3 arc-second
370063000255,Morehead City Middle,37.4,503,Regular School,Middle,NSLPWOPRO,166,26,192,0,06,08,0,0,0,0,0,0,0,159,173,171,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28557,3399,(252)726-1126,http://www.carteretcountyschools.org/mms,3703,NC,34.732569,-76.741203,3.42,3DEP 1/3 arc-second
370063000257,Newport Elementary,58.2,607,Regular School,Elementary,NSLPWOPRO,406,60,466,0,PK,05,14,117,103,126,124,129,125,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28570,8514,(252)223-4201,http://www.carteretcountyschools.org/nes,3703,NC,34.790802,-76.85991800000001,8.01,3DEP 1/3 arc-second
370063000258,Down East Middle and Smyrna Elementary,23.36,240,Regular School,Elementary,NSLPWOPRO,104,18,122,0,PK,08,14,19,14,12,15,12,15,55,75,42,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28579,,(252)729-2301,http://www.carteretcountyschools.org/ses,3703,NC,34.757789,-76.52856200000001,1.98,3DEP 1/3 arc-second
370063000259,West Carteret High,77.53,1262,Regular School,High,NSLPWOPRO,389,69,458,0,09,12,0,0,0,0,0,0,0,0,0,0,309,335,333,285,0,0,0,No,No,NOTVIRTUAL,28557,6218,(252)726-1176,http://www.carteretcountyschools.org/wchs,3703,NC,34.737347,-76.78587,6.81,3DEP 1/3 arc-second
370063000260,White Oak Elementary,51.28,684,Regular School,Elementary,NSLPWOPRO,183,27,210,0,PK,05,14,117,129,143,139,140,133,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28584,9299,(252)393-3990,http://www.carteretcountyschools.org/woes,3703,NC,34.693883,-77.059415,4.63,3DEP 1/3 arc-second
370063001042,Morehead Elem at Camp Glenn,22.03,296,Regular School,Elementary,NSLPWOPRO,117,12,129,0,04,05,0,0,0,0,0,131,165,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28557,3204,(252)726-1131,http://www.carteretcountyschools.org/mes,3703,NC,34.725331000000004,-76.749454,6.72,3DEP 1/3 arc-second
370063001044,Morehead City Primary,44.7,408,Regular School,Elementary,NSLPWOPRO,253,28,281,0,PK,03,14,163,140,139,129,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28557,6213,(252)247-2448,http://www.carteretcountyschools.org/mcp,3703,NC,34.733777,-76.77771800000001,5.43,3DEP 1/3 arc-second
370063002205,Broad Creek Middle,41.07,635,Regular School,Middle,NSLPWOPRO,144,34,178,0,06,08,0,0,0,0,0,0,0,207,222,206,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28570,8185,(252)247-3135,http://www.carteretcountyschools.org/bcms,3703,NC,34.729749,-76.913808,9.35,3DEP 1/3 arc-second
370063002368,Bogue Sound Elementary,36.49,370,Regular School,Elementary,NSLPWOPRO,169,44,213,0,PK,05,14,70,60,66,80,80,84,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28570,5503,(252)393-1279,http://www.carteretcountyschools.org/bse,3703,NC,34.718734,-76.950757,8.24,3DEP 1/3 arc-second
370063002369,Croatan High,56.07,900,Regular School,High,NSLPWOPRO,163,35,198,0,09,12,0,0,0,0,0,0,0,0,0,0,236,210,241,213,0,0,0,No,No,NOTVIRTUAL,28570,5560,(252)393-7022,http://www.carteretcountyschools.org/chs,3703,NC,34.716121,-76.95034700000001,7.7,3DEP 1/3 arc-second
370063002572,Newport Middle,30.01,405,Regular School,Middle,NSLPWOPRO,196,31,227,0,06,08,0,0,0,0,0,0,0,136,145,124,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28570,7967,(252)223-3482,http://www.carteretcountyschools.org/nms,3703,NC,34.773744,-76.86158900000001,9.42,3DEP 1/3 arc-second
370063003317,Bridges School,8,28,Alternative School,Other,NSLPWOPRO,17,2,19,0,KG,12,0,0,0,1,2,2,2,3,3,2,5,7,0,1,0,0,0,No,No,NOTVIRTUAL,28557,,(252)808-3040,,3703,NC,34.738530000000004,-76.789486,6.28,3DEP 1/3 arc-second
370032903264,Water's Edge Village School,4,30,Regular School,Elementary,NSLPWOPRO,3,0,3,0,KG,08,0,4,3,4,7,4,5,2,4,1,0,0,0,0,0,0,0,No,Yes,NOTVIRTUAL,27927,0215,(252)453-4502,http://www.WatersEdgeVillageSchool.com,3703,NC,36.378260000000004,-75.832051,2,3DEP 1/3 arc-second
370033000091,Bath Elementary,39.08,515,Regular School,Elementary,NSLPWOPRO,568,0,568,0,KG,08,0,57,67,54,73,68,61,58,68,66,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27808,,(252)923-3251,http://beaufort.bath.schoolfusion.us/,3703,NC,35.475394,-76.810854,3.92,3DEP 1/3 arc-second
370033000098,S W Snowden Elementary,16.04,137,Regular School,Elementary,NSLPWOPRO,166,0,166,0,PK,08,18,14,17,24,22,10,19,12,16,17,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27806,9243,(252)322-5351,http://beaufort.sws.schoolfusion.us/,3703,NC,35.306786,-76.792874,2.92,3DEP 1/3 arc-second
370033001360,B C Ed Tech Center,7,50,Alternative School,High,NSLPWOPRO,47,0,47,0,06,12,0,0,0,0,0,0,0,0,1,2,9,20,14,4,0,0,0,No,No,NOTVIRTUAL,27899,,(252)946-5382,http://beaufort.etc.schoolfusion.us/,3703,NC,35.544207,-77.048716,1.11,3DEP 1/3 arc-second
370033001922,Eastern Elementary,45,266,Regular School,Elementary,NSLPWOPRO,616,0,616,0,PK,01,88,265,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27889,3861,(252)946-1611,http://beaufort.ees.schoolfusion.us/,3703,NC,35.545696,-77.034918,8.79,3DEP 1/3 arc-second
370033001923,John C Tayloe Elementary,40,515,Regular School,Elementary,NSLPWOPRO,512,0,512,0,02,03,0,0,0,266,249,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27889,4126,(252)946-3350,http://beaufort.jct.schoolfusion.us/,3703,NC,35.558601,-77.064499,3.48,3DEP 1/3 arc-second
370033001924,John Small Elementary,38,535,Regular School,Elementary,NSLPWOPRO,527,0,527,0,04,05,0,0,0,0,0,268,267,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27889,,(252)946-3941,http://beaufort.jss.schoolfusion.us/,3703,NC,35.600183,-77.032483,13.87,3DEP 1/3 arc-second
370033001925,P S Jones Middle,50,765,Regular School,Middle,NSLPWOPRO,759,0,759,0,06,08,0,0,0,0,0,0,0,270,251,244,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27889,4526,(252)946-0874,http://beaufort.psj.schoolfusion.us/,3703,NC,35.599598,-77.03460700000001,13.52,3DEP 1/3 arc-second
370033001926,Washington High,63.94,1004,Regular School,High,NSLPWOPRO,983,0,983,0,09,12,0,0,0,0,0,0,0,0,0,0,266,268,236,234,0,0,0,No,No,NOTVIRTUAL,27889,9467,(252)946-0858,http://beaufort.whs.schoolfusion.us/,3703,NC,35.557454,-77.01352200000001,10.72,3DEP 1/3 arc-second
370033002106,Chocowinity Primary,36.84,396,Regular School,Elementary,NSLPWOPRO,526,0,526,0,PK,04,33,100,100,100,112,84,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27817,,(252)946-3881,http://beaufort.cps.schoolfusion.us/,3703,NC,35.498655,-77.09473200000001,10.96,3DEP 1/3 arc-second
370033002224,Northside High,33,437,Regular School,High,NSLPWOPRO,432,0,432,0,09,12,0,0,0,0,0,0,0,0,0,0,121,109,109,98,0,0,0,No,No,NOTVIRTUAL,27865,,(252)943-6341,http://beaufort.nhs.schoolfusion.us/,3703,NC,35.536645,-76.730123,3.79,3DEP 1/3 arc-second
370033002503,Chocowinity Middle,26.31,410,Regular School,Middle,NSLPWOPRO,407,0,407,0,05,08,0,0,0,0,0,0,112,98,101,99,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27817,,(252)946-6191,http://beaufort.cms.schoolfusion.us/,3703,NC,35.509603,-77.10196400000001,11.19,3DEP 1/3 arc-second
370033002504,Southside High,33,443,Regular School,High,NSLPWOPRO,429,0,429,0,09,12,0,0,0,0,0,0,0,0,0,0,99,107,115,122,0,0,0,No,No,NOTVIRTUAL,27817,,(252)940-1881,http://beaufort.shs.schoolfusion.us/,3703,NC,35.446222,-77.057229,10.02,3DEP 1/3 arc-second
370033002568,Northeast Elementary,36.89,401,Regular School,Elementary,NSLPWOPRO,464,0,464,0,PK,08,29,37,47,45,46,59,57,52,47,48,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27865,,(252)943-6545,http://beaufort.nes.schoolfusion.us/,3703,NC,35.53829,-76.709383,3.8,3DEP 1/3 arc-second
370033003011,Beaufort Co Early College High,6,215,Regular School,High,NSLPWOPRO,118,16,134,0,09,13,0,0,0,0,0,0,0,0,0,0,54,53,52,56,0,0,0,No,No,NOTVIRTUAL,27889,,(252)940-6461,,3703,NC,35.533616,-76.965355,8.34,3DEP 1/3 arc-second
370034803278,Z.E.C.A. School of Arts and Technology,6.2,150,Regular School,Elementary,NSLPWOPRO,136,0,136,0,KG,08,0,19,28,18,22,26,23,13,11,9,0,0,0,0,0,0,0,No,Yes,NOTVIRTUAL,28540,,(910)219-8603,http://zecaschoolofthearts.com,3703,NC,34.75159,-77.413341,4.64,3DEP 1/3 arc-second
370084000328,D F Walker Elementary,30.5,501,Regular School,Elementary,NSLPWOPRO,284,47,331,0,03,05,0,0,0,0,148,182,171,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27932,,(252)221-4151,http://dfw.edenton-chowan.net,3703,NC,36.163699,-76.654121,11.91,3DEP 1/3 arc-second
370084000330,John A Holmes High,41.5,597,Regular School,High,NSLPWOPRO,275,48,323,0,09,12,0,0,0,0,0,0,0,0,0,0,151,157,144,145,0,0,0,No,No,NOTVIRTUAL,27932,0409,(252)482-8426,http://jah.edenton-chowan.net,3703,NC,36.066548000000004,-76.604733,4.75,3DEP 1/3 arc-second
370084000331,White Oak Elementary,33,292,Regular School,Elementary,NSLPWOPRO,308,34,342,0,PK,02,60,130,142,150,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27932,,(252)221-4078,http://wos.edenton-chowan.net,3703,NC,36.164842,-76.65252100000001,11.53,3DEP 1/3 arc-second
370108000448,Central Elementary,18,145,Regular School,Elementary,NSLPWOPRO,78,13,91,0,PK,05,28,39,40,25,27,26,27,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27917,,(252)453-0010,http://ccs.currituck.k12.nc.us/ces/main.html,3703,NC,36.389162,-76.009225,2.52,3DEP 1/3 arc-second
370108000449,Currituck County High,66,943,Regular School,High,NSLPWOPRO,175,49,224,0,09,12,0,0,0,0,0,0,0,0,0,0,223,250,249,221,0,0,0,No,No,NOTVIRTUAL,27917,,(252)453-0014,http://www.currituck.k12.nc.us,3703,NC,36.372527,-75.969111,2.2,3DEP 1/3 arc-second
370108000450,W T Griggs Elementary,22.67,221,Regular School,Elementary,NSLPWOPRO,94,24,118,0,PK,05,18,34,40,46,38,54,43,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27965,,(252)453-2700,http://www.currituck.k12.nc.us,3703,NC,36.279786,-75.89173000000001,4.26,3DEP 1/3 arc-second
370108000451,Currituck County Middle,25,393,Regular School,Middle,NSLPWOPRO,133,25,158,0,06,08,0,0,0,0,0,0,0,135,131,127,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27917,,(252)453-2171,http://www.currituck.k12.nc.us,3703,NC,36.370881000000004,-75.967789,2.7,3DEP 1/3 arc-second
370108000452,Knotts Island Elementary,7.5,62,Regular School,Elementary,NSLPWOPRO,18,9,27,0,KG,05,0,15,13,16,12,10,11,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27950,0040,(252)722-0770,http://www.currituck.k12.nc.us,3703,NC,36.513644,-75.919977,3.17,3DEP 1/3 arc-second
370108000453,Moyock Elementary,28.61,436,Regular School,Elementary,NSLPWOPRO,67,20,87,0,KG,05,0,80,90,87,83,85,91,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27958,,(252)435-6521,http://www.currituck.k12.nc.us,3703,NC,36.524896,-76.17366200000001,2.4,3DEP 1/3 arc-second
370108002374,Shawboro Elementary School,35,447,Regular School,Elementary,NSLPWOPRO,153,32,185,0,KG,05,0,82,90,97,66,85,109,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27973,,(252)232-2237,http://www.currituck.k12.nc.us,3703,NC,36.445118,-76.015101,2.98,3DEP 1/3 arc-second
370108002627,Moyock Middle,38,564,Regular School,Middle,NSLPWOPRO,119,27,146,0,06,08,0,0,0,0,0,0,0,190,190,184,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27958,,(252)435-2566,http://www.currituck.k12.nc.us,3703,NC,36.501714,-76.156603,3.51,3DEP 1/3 arc-second
370108003037,The JP Knapp ECH (i)School,9.73,271,Regular School,High,NSLPWOPRO,33,16,49,0,09,13,0,0,0,0,0,0,0,0,0,0,70,67,63,71,0,0,0,No,No,NOTVIRTUAL,27929,,(252)232-3107,http://www.currituck.k12.nc.us,3703,NC,36.445006,-76.015288,3.45,3DEP 1/3 arc-second
370108003039,Jarvisburg Elementary,18,213,Regular School,Elementary,NSLPWOPRO,103,20,123,0,KG,05,0,39,48,52,40,33,40,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27947,,(252)491-2050,http://www.currituck.k12.nc.us,3703,NC,36.20138,-75.8568,2.37,3DEP 1/3 arc-second
370111000454,Cape Hatteras Secondary School,32.93,350,Regular School,High,NSLPWOPRO,89,25,114,0,06,12,0,0,0,0,0,0,0,51,54,52,63,40,47,43,0,0,0,No,No,NOTVIRTUAL,27920,0948,(252)995-5730,http://chs.daretolearn.org,3703,NC,35.265552,-75.55126,2.29,3DEP 1/3 arc-second
370111000455,Kitty Hawk Elementary School,30.5,372,Regular School,Elementary,NSLPWOPRO,41,27,68,0,KG,05,0,77,60,81,62,87,82,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27949,,(252)261-2313,http://khe.daretolearn.org,3703,NC,36.098034,-75.733232,2.88,3DEP 1/3 arc-second
370111000456,Manteo Elementary School,52.46,536,Regular School,Elementary,NSLPWOPRO,307,68,375,0,PK,05,45,132,91,101,117,106,121,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27954,,(252)473-2742,http://mes.daretolearn.org,3703,NC,35.910502,-75.675443,3.31,3DEP 1/3 arc-second
370111000457,Manteo High School,39.11,530,Regular School,High,NSLPWOPRO,138,36,174,0,09,12,0,0,0,0,0,0,0,0,0,0,149,128,140,113,0,0,0,No,No,NOTVIRTUAL,27954,,(252)473-5841,http://mhs.daretolearn.org,3703,NC,35.915709,-75.673848,2.76,3DEP 1/3 arc-second
370111002088,Cape Hatteras Elementary School,22.94,233,Regular School,Elementary,NSLPWOPRO,113,32,145,0,PK,05,18,54,45,51,33,54,50,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27920,0989,(252)995-6196,http://che.daretolearn.org,3703,NC,35.259022,-75.55165600000001,3.85,3DEP 1/3 arc-second
370111002093,Dare Learning Academy,4.5,29,Alternative School,High,NSLPWOPRO,11,0,11,0,09,12,0,0,0,0,0,0,0,0,0,0,9,8,8,4,0,0,0,No,No,NOTVIRTUAL,27954,,(252)473-2264,http://dcas.daretolearn.org,3703,NC,35.89223,-75.660101,1.72,3DEP 1/3 arc-second
370111002107,Manteo Middle School,34.65,460,Regular School,Middle,NSLPWOPRO,140,31,171,0,06,08,0,0,0,0,0,0,0,149,169,142,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27954,,(252)473-5549,http://mms.daretolearn.org,3703,NC,35.920294,-75.68071400000001,4.08,3DEP 1/3 arc-second
370111002290,First Flight Elementary School,29.5,297,Regular School,Elementary,NSLPWOPRO,113,29,142,0,PK,05,34,46,54,53,42,68,80,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27948,,(252)441-1111,http://ffe.daretolearn.org,3703,NC,36.006528,-75.66432,4.14,3DEP 1/3 arc-second
370111002291,First Flight Middle School,48.03,660,Regular School,Middle,NSLPWOPRO,102,40,142,0,06,08,0,0,0,0,0,0,0,224,212,224,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27948,,(252)441-8888,http://ffm.daretolearn.org,3703,NC,36.005230000000005,-75.667642,4.09,3DEP 1/3 arc-second
370111002724,First Flight High School,54.94,811,Regular School,High,NSLPWOPRO,111,44,155,0,09,12,0,0,0,0,0,0,0,0,0,0,242,211,192,166,0,0,0,No,No,NOTVIRTUAL,27948,,(252)449-7000,http://ffh.daretolearn.org,3703,NC,36.008836,-75.666492,4.51,3DEP 1/3 arc-second
370111002758,Nags Head Elementary School,40.33,469,Regular School,Elementary,NSLPWOPRO,146,49,195,0,PK,05,36,95,98,81,84,107,99,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27959,,(252)480-8880,http://nhe.daretolearn.org,3703,NC,35.975804000000004,-75.63868000000001,3.91,3DEP 1/3 arc-second
370084000327,Chowan Middle,32.9,446,Regular School,Middle,NSLPWOPRO,214,41,255,0,06,08,0,0,0,0,0,0,0,177,126,143,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27980,,(252)221-4131,http://cms.edenton-chowan.net,3703,NC,36.232366,-76.655894,8.77,3DEP 1/3 arc-second
370183000750,Greene Central High,57.97,810,Regular School,High,NSLPWOPRO,801,0,801,0,09,12,0,0,0,0,0,0,0,0,0,0,244,158,208,200,0,0,0,No,No,NOTVIRTUAL,28580,9798,(252)747-3814,http://gchs.gcsedu.org,3703,NC,35.479919,-77.670315,16.94,3DEP 1/3 arc-second
370183000754,Snow Hill Primary,34,244,Regular School,Elementary,NSLPWOPRO,444,0,444,0,KG,01,0,211,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28580,1627,(252)747-8113,http://shp.gcsedu.org,3703,NC,35.450501,-77.663777,22.56,3DEP 1/3 arc-second
370183000755,West Greene Elementary,34,455,Regular School,Elementary,NSLPWOPRO,452,0,452,0,02,03,0,0,0,256,199,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28580,1392,(252)747-3955,http://wg.gcsedu.org,3703,NC,35.454001,-77.686538,34.1,3DEP 1/3 arc-second
370183002294,Greene County Middle,42.5,679,Regular School,Middle,NSLPWOPRO,674,0,674,0,06,08,0,0,0,0,0,0,0,231,231,217,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28580,9732,(252)747-8191,http://gcms.gcsedu.org,3703,NC,35.491312,-77.669887,29.64,3DEP 1/3 arc-second
370183002860,Greene Early College High,7.5,136,Regular School,High,NSLPWOPRO,154,0,154,0,09,13,0,0,0,0,0,0,0,0,0,0,32,43,33,28,0,0,0,No,No,NOTVIRTUAL,28580,,(252)747-9044,http://gec.gcsedu.org,3703,NC,35.475863000000004,-77.67052100000001,15.35,3DEP 1/3 arc-second
370183003244,Greene County Intermediate,29,511,Regular School,Elementary,NSLPWOPRO,505,0,505,0,04,05,0,0,0,0,0,256,255,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28580,,(252)747-0182,http://gcis.gcsedu.org,3703,NC,35.491312,-77.669887,29.64,3DEP 1/3 arc-second
370228000979,Ocracoke School,21,152,Regular School,Other,NSLPWOPRO,30,0,30,0,PK,12,9,12,7,12,17,12,17,16,13,12,11,13,16,6,0,0,0,No,No,NOTVIRTUAL,27960,0189,(252)928-3251,http://www.hyde.k12.nc.us,3703,NC,35.112153,-75.97843400000001,0.83,3DEP 1/3 arc-second
370228002460,Mattamuskeet Elementary,18,177,Regular School,Elementary,NSLPWOPRO,232,0,232,0,PK,05,23,37,30,41,33,36,37,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,27885,,(252)926-0240,http://www.hyde.k12.nc.us,3703,NC,35.440909,-76.21713,1.57,3DEP 1/3 arc-second
370228003025,Mattamuskeet Early College High,22.67,201,Regular School,High,NSLPWOPRO,194,0,194,0,06,13,0,0,0,0,0,0,0,37,29,16,30,36,33,20,0,0,0,No,No,NOTVIRTUAL,27885,,(252)926-0221,http://mhs.hyde.k12.nc.us/,3703,NC,35.441381,-76.218225,1.58,3DEP 1/3 arc-second
370240001033,Comfort Elementary,11,128,Regular School,Elementary,NSLPWOPRO,150,0,150,0,PK,06,13,16,24,17,23,19,28,17,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28522,0188,(910)324-4249,http://www.jonesnc.net/ces/,3703,NC,35.006393,-77.511877,16.83,3DEP 1/3 arc-second
370240001034,Jones Middle,10.75,164,Regular School,Middle,NSLPWOPRO,156,0,156,0,07,08,0,0,0,0,0,0,0,0,92,72,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28585,,(252)448-3956,http://www.jonesnc.net/jms/,3703,NC,35.067182,-77.347339,7.95,3DEP 1/3 arc-second
370240001035,Jones Senior High,25.5,333,Regular School,High,NSLPWOPRO,328,0,328,0,09,12,0,0,0,0,0,0,0,0,0,0,95,83,68,87,0,0,0,No,No,NOTVIRTUAL,28585,,(252)448-2451,http://www.jonesnc.net/jhs/,3703,NC,35.03436,-77.333443,13.19,3DEP 1/3 arc-second
370240001036,Maysville Elementary,11.14,104,Regular School,Elementary,NSLPWOPRO,139,0,139,0,PK,06,18,20,15,19,21,20,21,8,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28555,1029,(910)743-3631,http://www.jonesnc.net/mes/,3703,NC,34.904665,-77.23697200000001,10.77,3DEP 1/3 arc-second
